Pt1,Ru1,Co1,Ni1,Cu1,Pt2,Ru2,Co2,Ni2,Cu2,Pt3,Ru3,Co3,Ni3,Cu3,label_ads,E_ads
0,3,0,1,0,1,0,0,3,0,1,1,0,0,1,1,-0.6874237
1,0,2,0,1,3,1,0,0,0,0,0,2,0,1,1,-0.3364337
1,0,1,1,1,0,0,3,0,1,0,0,0,1,2,1,-0.4791137
0,0,1,0,3,1,0,1,2,0,0,0,2,0,1,1,-0.3755337
0,1,3,0,0,0,1,3,0,0,2,0,0,1,0,1,-0.6979537
0,0,0,3,1,0,2,0,1,1,1,0,0,2,0,1,-0.5421137
2,0,0,1,1,1,0,1,1,1,3,0,0,0,0,1,-0.3985837
1,0,1,2,0,3,0,0,0,1,1,0,0,2,0,1,-0.4518537
0,0,0,1,3,1,0,0,2,1,0,1,0,2,0,1,-0.3646337
0,0,4,0,0,0,1,0,2,1,0,0,0,3,0,1,-0.6051237
1,2,1,0,0,0,3,0,1,0,0,1,0,2,0,1,-0.4675337
1,3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,-0.5126537
0,1,2,0,1,0,0,4,0,0,0,0,0,1,2,1,-0.6323237
0,1,0,0,3,1,3,0,0,0,0,2,1,0,0,1,-0.4291937
3,0,1,0,0,2,1,0,1,0,1,2,0,0,0,1,-0.3674137
1,0,1,1,1,1,0,3,0,0,1,0,2,0,0,1,-0.4054737
0,0,1,0,3,1,1,1,0,1,0,0,1,0,2,1,-0.4080537
0,1,0,0,3,1,0,0,0,3,0,0,3,0,0,1,-0.4681437
0,1,0,0,3,0,0,0,0,4,1,1,0,1,0,1,-0.6030737
0,3,0,0,1,0,4,0,0,0,2,0,0,1,0,1,-0.5848437
0,1,2,0,1,0,0,0,0,4,0,0,0,1,2,1,-0.6145737
2,1,1,0,0,2,1,0,1,0,3,0,0,0,0,1,-0.4434037
1,3,0,0,0,0,3,0,0,1,0,2,0,1,0,1,-0.4821837
0,0,0,0,4,1,1,1,0,1,0,0,0,0,3,1,-0.2822737
2,2,0,0,0,0,0,1,2,1,0,0,1,1,1,1,-0.3792537
2,1,1,0,0,0,0,0,2,2,0,1,1,1,0,1,-0.3497937
2,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,-0.3572537
2,0,2,0,0,0,1,0,2,1,0,1,0,1,1,1,-0.3567937
2,0,1,1,0,0,2,0,1,1,0,0,1,1,1,1,-0.3736837
2,0,0,2,0,0,1,1,0,2,0,1,1,1,0,1,-0.3544037
2,0,0,1,1,0,2,1,1,0,0,0,1,1,1,1,-0.3093937
1,2,0,1,0,0,0,1,1,2,1,0,1,1,0,1,-0.5314837
1,2,0,0,1,1,0,1,2,0,0,0,1,1,1,1,-0.4197037
1,1,1,0,1,0,0,0,3,1,1,1,1,0,0,1,-0.5338237
1,1,0,2,0,1,1,1,0,1,0,0,1,1,1,1,-0.5179237
0,1,1,2,0,1,1,1,0,1,1,0,0,1,1,1,-0.6571037
0,0,1,2,1,1,1,0,1,1,1,1,1,0,0,1,-0.4913137
0,0,1,1,2,2,1,0,1,0,0,1,1,1,0,1,-0.4434937
2,2,0,0,0,0,0,0,3,1,0,0,2,0,1,1,-0.3832437
0,1,2,0,1,1,1,0,1,1,1,0,0,2,0,1,-0.5986037
0,1,1,1,1,2,1,1,0,0,0,0,0,2,1,1,-0.6238237
3,0,0,1,0,0,1,2,0,1,0,1,0,1,1,1,-0.3541237
2,1,0,0,1,1,1,0,0,2,0,0,2,1,0,1,-0.2956937
1,0,0,1,2,1,1,1,0,1,0,2,1,0,0,1,-0.3855237
0,1,1,2,0,1,0,0,0,3,1,2,0,0,0,1,-0.6832937
0,1,0,3,0,2,0,1,0,1,0,0,1,0,2,1,-0.6310037
0,0,0,1,3,2,1,1,0,0,0,0,1,2,0,1,-0.3829937
2,1,0,1,0,0,1,3,0,0,0,1,0,1,1,1,-0.3309937
2,0,0,1,1,0,2,2,0,0,0,1,1,1,0,1,-0.2921737
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,-0.4679237
1,0,0,2,1,1,3,0,0,0,0,0,1,1,1,1,-0.3725637
0,1,0,2,1,1,2,1,0,0,0,0,1,1,1,1,-0.5826637
0,2,2,0,0,1,0,1,0,2,1,0,1,1,0,1,-0.6457137
1,1,0,1,1,1,1,1,0,1,0,0,0,1,2,1,-0.4659937
0,1,1,0,2,1,0,0,1,2,0,1,1,1,0,1,-0.5466137
1,2,1,0,0,1,0,2,0,1,1,1,0,1,0,1,-0.5380137
0,0,3,1,0,2,2,0,0,0,1,1,0,0,1,1,-0.5616837
1,0,1,0,2,0,1,2,0,1,0,2,0,1,0,1,-0.4094137
1,0,2,0,1,0,0,0,4,0,1,1,1,0,0,1,-0.4455937
0,0,2,2,0,1,3,0,0,0,0,1,0,1,1,1,-0.5606237
4,0,0,0,0,0,1,2,0,1,0,2,0,1,0,1,-0.2622137
1,2,0,1,0,0,0,1,2,1,0,0,0,1,2,1,-0.5328637
0,2,0,2,0,1,0,0,2,1,2,0,1,0,0,1,-0.6840437
0,1,0,2,1,1,0,2,0,1,0,0,2,0,1,1,-0.5639137
0,0,1,2,1,1,2,0,1,0,0,0,0,1,2,1,-0.5080937
1,1,2,0,0,0,0,1,2,1,0,0,0,2,1,1,-0.5266437
0,2,2,0,0,0,3,0,0,1,1,0,0,1,1,1,-0.6550337
2,0,1,1,0,3,0,1,0,0,0,1,0,0,2,1,-0.3650137
1,1,1,0,1,0,0,2,1,1,1,0,2,0,0,1,-0.4739337
1,0,1,2,0,2,0,0,0,2,2,1,0,0,0,1,-0.4887237
0,1,0,2,1,2,0,0,2,0,0,0,2,1,0,1,-0.5390037
0,0,0,3,1,2,0,0,2,0,0,1,2,0,0,1,-0.4424837
1,1,2,0,0,1,0,0,2,1,0,0,0,3,0,1,-0.4661737
1,0,2,1,0,1,1,0,0,2,0,0,0,0,3,1,-0.4864237
0,0,2,0,2,2,1,0,1,0,3,0,0,0,0,1,-0.5547837
0,1,2,1,0,0,0,0,0,4,1,0,2,0,0,1,-0.6825437
1,3,0,0,0,0,1,1,1,1,3,0,0,0,0,1,-0.5797137
2,0,0,2,0,3,0,1,0,0,0,1,0,1,1,1,-0.3573537
1,0,2,1,0,3,0,0,0,1,1,1,1,0,0,1,-0.4462537
2,1,0,1,0,1,2,0,0,1,2,0,1,0,0,1,-0.4379437
1,1,0,1,1,4,0,0,0,0,0,2,1,0,0,1,-0.3818237
1,0,2,0,1,0,0,1,1,2,0,1,0,0,2,1,-0.4333437
1,0,1,2,0,2,1,0,1,0,2,0,0,0,1,1,-0.5128937
1,1,0,1,1,2,0,2,0,0,0,0,3,0,0,1,-0.4204437
0,0,0,4,0,1,1,0,1,1,0,0,3,0,0,1,-0.5901237
0,0,0,3,1,1,1,1,0,1,0,0,0,0,3,1,-0.5662837
0,1,2,0,1,0,0,0,0,4,1,0,0,1,1,1,-0.6364337
1,0,0,3,0,0,1,0,1,2,0,0,1,2,0,1,-0.4643837
0,0,3,1,0,2,0,1,0,1,0,1,2,0,0,1,-0.5507837
0,0,2,1,1,0,0,4,0,0,1,2,0,0,0,1,-0.5259137
0,0,0,1,3,1,1,1,0,1,0,1,0,0,2,1,-0.3748937
0,1,1,1,1,3,0,0,1,0,3,0,0,0,0,1,-0.6488037
4,0,0,0,0,2,1,0,1,0,1,0,1,0,1,1,-0.2803137
3,0,0,1,0,3,0,0,0,1,1,1,1,0,0,1,-0.3778537
0,1,2,0,1,0,0,3,1,0,1,0,2,0,0,1,-0.6497337
1,0,1,1,1,0,1,0,0,3,0,0,0,0,3,1,-0.4203937
2,0,1,0,1,0,3,1,0,0,1,0,0,2,0,1,-0.3382137
2,0,1,0,1,0,3,0,1,0,0,1,1,1,0,1,-0.3051437
1,1,2,0,0,0,0,1,1,2,1,1,1,0,0,1,-0.5862337
0,2,0,1,1,1,1,2,0,0,1,1,0,1,0,1,-0.6788437
1,0,1,1,1,3,0,0,0,1,0,2,1,0,0,1,-0.3511737
0,1,0,2,1,3,1,0,0,0,1,0,2,0,0,1,-0.5353337
0,1,1,2,0,0,1,0,0,3,1,0,1,0,1,1,-0.6505437
0,2,0,1,1,0,1,1,0,2,1,0,0,2,0,1,-0.5935137
2,2,0,0,0,1,1,1,0,1,1,0,0,1,1,1,-0.3981537
2,0,0,1,1,1,0,3,0,0,0,1,1,0,1,1,-0.2838937
0,0,1,0,3,2,1,0,1,0,1,0,0,1,1,1,-0.3925437
1,2,0,0,1,1,1,2,0,0,2,0,0,1,0,1,-0.5142537
1,0,1,1,1,3,1,0,0,0,0,2,0,0,1,1,-0.3689637
1,0,0,1,2,0,2,1,0,1,0,2,1,0,0,1,-0.4000137
0,1,1,1,1,1,1,0,0,2,2,0,0,0,1,1,-0.6322437
0,1,0,1,2,0,0,2,1,1,1,0,2,0,0,1,-0.6411137
0,0,1,1,2,3,1,0,0,0,0,1,0,0,2,1,-0.4777137
1,0,1,1,1,0,3,0,0,1,0,0,0,3,0,1,-0.3982737
4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,2,-0.2789174
0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,2,-0.5299274
0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,2,-0.7835974
0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,2,-0.9014374
0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,2,-0.1318474
4,0,0,0,0,1,3,0,0,0,1,2,0,0,0,2,-0.1358174
3,1,0,0,0,0,4,0,0,0,2,1,0,0,0,2,-0.3528174
2,0,2,0,0,2,0,2,0,0,2,0,1,0,0,2,-0.3428774
2,0,0,2,0,1,0,0,3,0,2,0,0,1,0,2,-0.5058874
1,0,0,0,3,2,0,0,0,2,2,0,0,0,1,2,-0.3374574
0,3,1,0,0,0,1,3,0,0,0,2,1,0,0,2,-0.7746074
0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,2,-0.8281174
0,1,0,0,3,0,4,0,0,0,0,1,0,0,2,2,-0.5375674
0,1,0,3,0,0,4,0,0,0,0,1,0,2,0,2,-0.7829074
0,0,3,1,0,0,0,1,3,0,0,0,1,2,0,2,-0.7369074
0,0,0,0,4,4,0,0,0,0,2,0,0,0,1,2,0.1276726
3,0,0,1,0,3,0,0,1,0,0,0,0,3,0,2,-0.0109374
2,0,0,0,2,1,0,0,0,3,3,0,0,0,0,2,-0.3765674
0,4,0,0,0,3,1,0,0,0,3,0,0,0,0,2,-0.6715774
0,0,4,0,0,2,0,2,0,0,3,0,0,0,0,2,-0.7423574
0,0,0,3,1,0,0,0,3,1,0,0,0,0,3,2,-0.9211974
4,0,0,0,0,1,0,0,0,3,2,0,0,0,1,2,-0.1486274
2,0,2,0,0,3,0,1,0,0,2,0,1,0,0,2,-0.2931274
0,0,1,3,0,0,0,1,3,0,0,0,2,1,0,2,-0.7911474
0,4,0,0,0,0,4,0,0,0,0,2,0,1,0,2,-0.5620874
3,0,1,0,0,0,3,1,0,0,1,1,1,0,0,2,-0.0742674
3,0,0,0,1,0,0,0,2,2,1,0,0,1,1,2,-0.1697874
2,0,0,2,0,1,0,2,1,0,1,0,1,1,0,2,-0.3105274
2,0,0,2,0,1,0,0,1,2,1,0,0,1,1,2,-0.3172974
1,2,1,0,0,1,1,2,0,0,2,1,0,0,0,2,-0.5110474
1,2,1,0,0,1,1,2,0,0,2,0,1,0,0,2,-0.5366674
0,3,0,0,1,0,1,0,2,1,0,0,0,1,2,2,-0.7299874
0,2,0,2,0,0,0,3,1,0,0,2,0,1,0,2,-0.8456174
0,1,1,2,0,0,0,3,1,0,0,2,0,1,0,2,-0.9241374
0,0,3,1,0,0,0,0,1,3,0,0,1,2,0,2,-0.7697374
3,0,0,1,0,1,3,0,0,0,0,0,0,3,0,2,-0.0401974
0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,2,0.1746626
0,1,2,0,1,0,1,0,0,3,0,1,1,0,1,2,-0.7888974
0,1,1,2,0,0,3,1,0,0,0,1,1,1,0,2,-0.8074174
0,1,0,3,0,0,1,0,1,2,0,1,0,1,1,2,-0.8720274
0,1,0,2,1,0,3,0,0,1,0,1,0,1,1,2,-0.7753574
0,0,4,0,0,0,0,0,2,2,0,0,1,1,1,2,-0.7956874
0,0,3,1,0,2,0,1,1,0,1,0,1,1,0,2,-0.6751674
1,2,1,0,0,3,1,0,0,0,1,0,2,0,0,2,-0.3323974
1,2,1,0,0,2,2,0,0,0,0,1,2,0,0,2,-0.3018974
1,2,1,0,0,2,1,1,0,0,2,0,1,0,0,2,-0.5048974
0,2,1,0,1,0,1,2,0,1,0,0,0,0,3,2,-0.8768674
0,2,1,0,1,0,1,1,0,2,0,0,3,0,0,2,-0.8218474
1,2,0,1,0,1,0,0,3,0,2,0,0,1,0,2,-0.5925474
1,2,0,1,0,1,0,0,3,0,0,2,0,1,0,2,-0.5273774
0,3,1,0,0,0,0,4,0,0,0,1,0,0,2,2,-0.7698974
0,0,0,3,1,0,0,2,1,1,0,0,2,1,0,2,-0.7853074
1,0,0,3,0,1,2,0,1,0,3,0,0,0,0,2,-0.6751174
1,0,1,0,2,1,0,3,0,0,0,0,0,0,3,2,-0.3685474
0,0,2,0,2,4,0,0,0,0,0,0,3,0,0,2,-0.4270374
0,0,0,2,2,0,1,0,0,3,0,1,0,1,1,2,-0.7322174
4,0,0,0,0,2,2,0,0,0,0,1,0,2,0,2,-0.0297574
4,0,0,0,0,0,2,2,0,0,2,1,0,0,0,2,-0.2171774
2,0,1,0,1,0,0,1,0,3,0,0,1,0,2,2,-0.1999674
1,1,2,0,0,1,3,0,0,0,1,2,0,0,0,2,-0.3376174
0,4,0,0,0,0,2,0,2,0,0,0,0,1,2,2,-0.6303574
0,2,0,0,2,0,0,2,0,2,0,0,1,0,2,2,-0.8353074
0,1,1,0,2,0,1,3,0,0,0,1,2,0,0,2,-0.7824574
0,3,1,0,0,0,0,2,0,2,0,0,3,0,0,2,-0.8460774
0,0,2,0,2,0,0,0,0,4,3,0,0,0,0,2,-0.8046374
2,1,0,0,1,0,3,0,0,1,0,2,0,0,1,2,-0.1545674
1,3,0,0,0,0,2,2,0,0,0,0,3,0,0,2,-0.3529574
2,1,0,1,0,2,0,0,2,0,2,0,0,1,0,2,-0.3247974
0,1,0,0,3,2,0,0,0,2,2,0,0,0,1,2,-0.7431574
0,0,3,0,1,3,0,1,0,0,3,0,0,0,0,2,-0.6706074
2,2,0,0,0,0,2,0,2,0,0,3,0,0,0,2,-0.1528174
0,1,0,2,1,0,1,0,3,0,0,1,0,2,0,2,-0.7847774
0,0,0,4,0,0,0,0,4,0,2,0,0,0,1,2,-0.9572174
0,0,3,0,1,0,0,4,0,0,1,0,2,0,0,2,-0.7439574
0,1,0,3,0,0,0,1,3,0,0,0,0,3,0,2,-0.8863274
0,0,0,0,4,1,0,1,0,2,0,0,0,0,3,2,-0.0476974
0,0,0,3,1,0,0,1,3,0,0,0,0,3,0,2,-0.8134474
0,0,0,1,3,1,0,0,0,3,0,0,0,0,3,2,-0.5281974
0,3,1,0,0,0,2,0,2,0,0,0,3,0,0,2,-0.7373774
0,0,1,0,3,2,0,2,0,0,0,0,2,0,1,2,-0.3156974
3,0,0,1,0,0,0,1,1,2,0,0,1,1,1,2,-0.0873174
2,0,2,0,0,0,0,0,2,2,1,0,1,0,1,2,-0.2371674
1,0,1,2,0,0,3,1,0,0,1,0,1,1,0,2,-0.3644574
0,3,0,1,0,2,0,0,0,2,1,0,0,1,1,2,-0.7612774
0,2,2,0,0,2,0,0,2,0,0,1,1,1,0,2,-0.6958274
0,1,1,1,1,0,0,1,1,2,0,1,1,1,0,2,-0.8683174
0,1,1,0,2,3,1,0,0,0,0,1,1,0,1,2,-0.6750774
0,0,3,1,0,1,0,0,1,2,1,0,0,1,1,2,-0.7893774
0,0,2,2,0,2,1,1,0,0,1,1,0,1,0,2,-0.6917874
0,0,2,1,1,1,0,0,2,1,1,0,1,0,1,2,-0.7162674
0,0,1,2,1,0,1,1,0,2,0,1,1,1,0,2,-0.7195574
0,0,1,1,2,3,0,1,0,0,0,0,1,1,1,2,-0.5326774
3,1,0,0,0,0,2,1,1,0,0,0,1,2,0,2,-0.0079274
1,3,0,0,0,2,0,0,2,0,0,0,2,1,0,2,-0.3135374
1,1,0,0,2,1,2,0,1,0,0,0,0,2,1,2,-0.3005474
1,0,0,0,3,0,1,0,3,0,1,2,0,0,0,2,-0.2548574
0,0,1,0,3,0,0,1,3,0,0,2,1,0,0,2,-0.3372574
2,0,2,0,0,1,1,1,1,0,0,2,0,1,0,2,-0.0731274
0,0,1,2,1,0,1,2,1,0,0,2,0,0,1,2,-0.7121174
0,0,0,3,1,1,2,0,0,1,2,1,0,0,0,2,-0.7439174
0,0,1,3,0,1,0,1,0,2,1,0,0,1,1,2,-0.8637874
2,0,0,2,0,0,0,0,2,2,0,2,0,0,1,2,-0.2436774
0,0,1,2,1,0,2,1,0,1,0,0,2,0,1,2,-0.7191374
2,0,1,1,0,0,0,1,0,3,0,0,1,1,1,2,-0.1522774
2,0,0,2,0,2,1,1,0,0,0,1,2,0,0,2,-0.0883374
0,1,1,0,2,0,1,1,0,2,0,1,1,1,0,2,-0.7892274
1,0,2,1,0,2,2,0,0,0,0,1,2,0,0,2,-0.2508974
0,0,0,2,2,0,0,2,1,1,1,0,2,0,0,2,-0.7490374
3,0,0,0,1,0,0,4,0,0,0,0,0,3,0,2,-0.0500974
2,0,0,1,1,1,0,1,1,1,2,0,1,0,0,2,-0.2656674
0,1,2,1,0,2,1,0,1,0,0,3,0,0,0,2,-0.6633374
0,3,0,1,0,1,0,0,3,0,1,1,0,0,1,2,-0.9011474
1,0,2,0,1,3,1,0,0,0,0,0,2,0,1,2,-0.2763974
1,0,1,1,1,0,0,3,0,1,0,0,0,1,2,2,-0.5580274
0,0,1,0,3,1,0,1,2,0,0,0,2,0,1,2,-0.3790574
0,1,3,0,0,0,1,3,0,0,2,0,0,1,0,2,-0.9412274
0,0,0,3,1,0,2,0,1,1,1,0,0,2,0,2,-0.7939574
2,0,0,1,1,1,0,1,1,1,3,0,0,0,0,2,-0.3605674
1,0,1,2,0,3,0,0,0,1,1,0,0,2,0,2,-0.3493974
0,0,0,1,3,1,0,0,2,1,0,1,0,2,0,2,-0.3963174
0,0,4,0,0,0,1,0,2,1,0,0,0,3,0,2,-0.7175674
1,2,1,0,0,0,3,0,1,0,0,1,0,2,0,2,-0.3226374
1,3,0,0,0,0,0,0,0,4,0,0,0,1,2,2,-0.4440074
0,1,2,0,1,0,0,4,0,0,0,0,0,1,2,2,-0.8775174
0,1,0,0,3,1,3,0,0,0,0,2,1,0,0,2,-0.4174174
3,0,1,0,0,2,1,0,1,0,1,2,0,0,0,2,-0.1099174
1,0,1,1,1,1,0,3,0,0,1,0,2,0,0,2,-0.3480074
0,0,1,0,3,1,1,1,0,1,0,0,1,0,2,2,-0.4185874
0,1,0,0,3,1,0,0,0,3,0,0,3,0,0,2,-0.6549674
0,1,0,0,3,0,0,0,0,4,1,1,0,1,0,2,-0.8421774
0,3,0,0,1,0,4,0,0,0,2,0,0,1,0,2,-0.7109774
0,1,2,0,1,0,0,0,0,4,0,0,0,1,2,2,-0.8694474
2,1,1,0,0,2,1,0,1,0,3,0,0,0,0,2,-0.3522674
1,3,0,0,0,0,3,0,0,1,0,2,0,1,0,2,-0.3440274
0,0,0,0,4,1,1,1,0,1,0,0,0,0,3,2,0.0164426
2,2,0,0,0,0,0,1,2,1,0,0,1,1,1,2,-0.0989374
2,1,1,0,0,0,0,0,2,2,0,1,1,1,0,2,-0.1336974
2,1,0,1,0,0,1,1,1,1,0,0,1,1,1,2,-0.1036674
2,0,2,0,0,0,1,0,2,1,0,1,0,1,1,2,-0.1325674
2,0,1,1,0,0,2,0,1,1,0,0,1,1,1,2,-0.1034174
2,0,0,2,0,0,1,1,0,2,0,1,1,1,0,2,-0.1787274
2,0,0,1,1,0,2,1,1,0,0,0,1,1,1,2,-0.0889774
1,2,0,1,0,0,0,1,1,2,1,0,1,1,0,2,-0.5170574
1,2,0,0,1,1,0,1,2,0,0,0,1,1,1,2,-0.3545274
1,1,1,0,1,0,0,0,3,1,1,1,1,0,0,2,-0.5644874
1,1,0,2,0,1,1,1,0,1,0,0,1,1,1,2,-0.4454974
0,1,1,2,0,1,1,1,0,1,1,0,0,1,1,2,-0.8785274
0,0,1,2,1,1,1,0,1,1,1,1,1,0,0,2,-0.6918174
0,0,1,1,2,2,1,0,1,0,0,1,1,1,0,2,-0.5104974
2,2,0,0,0,0,0,0,3,1,0,0,2,0,1,2,-0.1502074
0,1,2,0,1,1,1,0,1,1,1,0,0,2,0,2,-0.8001774
0,1,1,1,1,2,1,1,0,0,0,0,0,2,1,2,-0.7895974
3,0,0,1,0,0,1,2,0,1,0,1,0,1,1,2,-0.0934874
2,1,0,0,1,1,1,0,0,2,0,0,2,1,0,2,-0.0757874
1,0,0,1,2,1,1,1,0,1,0,2,1,0,0,2,-0.2459074
0,1,1,2,0,1,0,0,0,3,1,2,0,0,0,2,-0.8889674
0,1,0,3,0,2,0,1,0,1,0,0,1,0,2,2,-0.8429674
0,0,0,1,3,2,1,1,0,0,0,0,1,2,0,2,-0.3041374
2,1,0,1,0,0,1,3,0,0,0,1,0,1,1,2,-0.1175674
2,0,0,1,1,0,2,2,0,0,0,1,1,1,0,2,-0.0885174
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,2,-0.3936074
1,0,0,2,1,1,3,0,0,0,0,0,1,1,1,2,-0.2974574
0,1,0,2,1,1,2,1,0,0,0,0,1,1,1,2,-0.7654374
0,2,2,0,0,1,0,1,0,2,1,0,1,1,0,2,-0.8357274
1,1,0,1,1,1,1,1,0,1,0,0,0,1,2,2,-0.4370874
0,1,1,0,2,1,0,0,1,2,0,1,1,1,0,2,-0.7616074
1,2,1,0,0,1,0,2,0,1,1,1,0,1,0,2,-0.5528874
0,0,3,1,0,2,2,0,0,0,1,1,0,0,1,2,-0.6774874
1,0,1,0,2,0,1,2,0,1,0,2,0,1,0,2,-0.2646174
1,0,2,0,1,0,0,0,4,0,1,1,1,0,0,2,-0.3648974
0,0,2,2,0,1,3,0,0,0,0,1,0,1,1,2,-0.7314074
4,0,0,0,0,0,1,2,0,1,0,2,0,1,0,2,-0.0321674
1,2,0,1,0,0,0,1,2,1,0,0,0,1,2,2,-0.4861674
0,2,0,2,0,1,0,0,2,1,2,0,1,0,0,2,-0.9416374
0,1,0,2,1,1,0,2,0,1,0,0,2,0,1,2,-0.8169174
0,0,1,2,1,1,2,0,1,0,0,0,0,1,2,2,-0.7296074
1,1,2,0,0,0,0,1,2,1,0,0,0,2,1,2,-0.4802174
0,2,2,0,0,0,3,0,0,1,1,0,0,1,1,2,-0.7456874
2,0,1,1,0,3,0,1,0,0,0,1,0,0,2,2,-0.1444474
1,1,1,0,1,0,0,2,1,1,1,0,2,0,0,2,-0.4624774
1,0,1,2,0,2,0,0,0,2,2,1,0,0,0,2,-0.4817574
0,1,0,2,1,2,0,0,2,0,0,0,2,1,0,2,-0.7359474
0,0,0,3,1,2,0,0,2,0,0,1,2,0,0,2,-0.6359274
1,1,2,0,0,1,0,0,2,1,0,0,0,3,0,2,-0.4015374
1,0,2,1,0,1,1,0,0,2,0,0,0,0,3,2,-0.4136974
0,0,2,0,2,2,1,0,1,0,3,0,0,0,0,2,-0.6446974
0,1,2,1,0,0,0,0,0,4,1,0,2,0,0,2,-0.9081174
1,3,0,0,0,0,1,1,1,1,3,0,0,0,0,2,-0.6090474
2,0,0,2,0,3,0,1,0,0,0,1,0,1,1,2,-0.1436174
1,0,2,1,0,3,0,0,0,1,1,1,1,0,0,2,-0.3807474
2,1,0,1,0,1,2,0,0,1,2,0,1,0,0,2,-0.3009074
1,1,0,1,1,4,0,0,0,0,0,2,1,0,0,2,-0.2446674
1,0,2,0,1,0,0,1,1,2,0,1,0,0,2,2,-0.4136174
1,0,1,2,0,2,1,0,1,0,2,0,0,0,1,2,-0.4610574
1,1,0,1,1,2,0,2,0,0,0,0,3,0,0,2,-0.3497874
0,0,0,4,0,1,1,0,1,1,0,0,3,0,0,2,-0.7621474
0,0,0,3,1,1,1,1,0,1,0,0,0,0,3,2,-0.8316474
0,1,2,0,1,0,0,0,0,4,1,0,0,1,1,2,-0.9044674
1,0,0,3,0,0,1,0,1,2,0,0,1,2,0,2,-0.4240274
0,0,3,1,0,2,0,1,0,1,0,1,2,0,0,2,-0.6645974
0,0,2,1,1,0,0,4,0,0,1,2,0,0,0,2,-0.7469674
0,0,0,1,3,1,1,1,0,1,0,1,0,0,2,2,-0.4132874
0,1,1,1,1,3,0,0,1,0,3,0,0,0,0,2,-0.8805074
4,0,0,0,0,2,1,0,1,0,1,0,1,0,1,2,-0.0332374
3,0,0,1,0,3,0,0,0,1,1,1,1,0,0,2,-0.0990174
0,1,2,0,1,0,0,3,1,0,1,0,2,0,0,2,-0.8935174
1,0,1,1,1,0,1,0,0,3,0,0,0,0,3,2,-0.4117374
2,0,1,0,1,0,3,1,0,0,1,0,0,2,0,2,-0.1117474
2,0,1,0,1,0,3,0,1,0,0,1,1,1,0,2,-0.0332974
1,1,2,0,0,0,0,1,1,2,1,1,1,0,0,2,-0.6155674
0,2,0,1,1,1,1,2,0,0,1,1,0,1,0,2,-0.8583774
1,0,1,1,1,3,0,0,0,1,0,2,1,0,0,2,-0.2268674
0,1,0,2,1,3,1,0,0,0,1,0,2,0,0,2,-0.7276074
0,1,1,2,0,0,1,0,0,3,1,0,1,0,1,2,-0.9316874
0,2,0,1,1,0,1,1,0,2,1,0,0,2,0,2,-0.8047274
2,2,0,0,0,1,1,1,0,1,1,0,0,1,1,2,-0.1692274
2,0,0,1,1,1,0,3,0,0,0,1,1,0,1,2,-0.1344574
0,0,1,0,3,2,1,0,1,0,1,0,0,1,1,2,-0.3788774
1,2,0,0,1,1,1,2,0,0,2,0,0,1,0,2,-0.5242574
1,0,1,1,1,3,1,0,0,0,0,2,0,0,1,2,-0.2708474
1,0,0,1,2,0,2,1,0,1,0,2,1,0,0,2,-0.2573674
0,1,1,1,1,1,1,0,0,2,2,0,0,0,1,2,-0.9376974
0,1,0,1,2,0,0,2,1,1,1,0,2,0,0,2,-0.8496074
0,0,1,1,2,3,1,0,0,0,0,1,0,0,2,2,-0.5830774
1,0,1,1,1,0,3,0,0,1,0,0,0,3,0,2,-0.2713674
